"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/05/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/06/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/07/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/08/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/09/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/10/2018","AQS","180970078","4","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/11/2018","AQS","180970078","4","27","ug/m3 SC","25","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/12/2018","AQS","180970078","4","28","ug/m3 SC","26","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/13/2018","AQS","180970078","4","30","ug/m3 SC","28","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/14/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/15/2018","AQS","180970078","4","3","ug/m3 SC","3","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/16/2018","AQS","180970078","4","5","ug/m3 SC","5","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/17/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/18/2018","AQS","180970078","4","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/19/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/20/2018","AQS","180970078","4","14","ug/m3 SC","13","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/21/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/22/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/23/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/24/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/25/2018","AQS","180970078","4","14","ug/m3 SC","13","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/26/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/27/2018","AQS","180970078","4","44","ug/m3 SC","41","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/28/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/29/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/30/2018","AQS","180970078","4","39","ug/m3 SC","36","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/01/2018","AQS","180970078","4","31","ug/m3 SC","29","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/02/2018","AQS","180970078","4","37","ug/m3 SC","34","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/03/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/04/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/05/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/06/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/07/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/08/2018","AQS","180970078","4","36","ug/m3 SC","33","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/09/2018","AQS","180970078","4","39","ug/m3 SC","36","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/10/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/11/2018","AQS","180970078","4","31","ug/m3 SC","29","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/12/2018","AQS","180970078","4","32","ug/m3 SC","30","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/13/2018","AQS","180970078","4","33","ug/m3 SC","31","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/14/2018","AQS","180970078","4","42","ug/m3 SC","39","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/15/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/16/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/17/2018","AQS","180970078","4","27","ug/m3 SC","25","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/18/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/19/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/20/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/21/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/22/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/23/2018","AQS","180970078","4","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/24/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/25/2018","AQS","180970078","4","37","ug/m3 SC","34","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/26/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/27/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/28/2018","AQS","180970078","4","43","ug/m3 SC","40","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/29/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/30/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/31/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/01/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/02/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/03/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/04/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/05/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/06/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/07/2018","AQS","180970078","4","35","ug/m3 SC","32","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/08/2018","AQS","180970078","4","35","ug/m3 SC","32","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/09/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/10/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/11/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/12/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/13/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/14/2018","AQS","180970078","4","21","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/15/2018","AQS","180970078","4","29","ug/m3 SC","27","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/16/2018","AQS","180970078","4","35","ug/m3 SC","32","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/17/2018","AQS","180970078","4","31","ug/m3 SC","29","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/22/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/23/2018","AQS","180970078","4","14","ug/m3 SC","13","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/24/2018","AQS","180970078","4","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/25/2018","AQS","180970078","4","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/26/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/27/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/28/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/29/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"06/30/2018","AQS","180970078","4","27","ug/m3 SC","25","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/01/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/02/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/03/2018","AQS","180970078","4","29","ug/m3 SC","27","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/04/2018","AQS","180970078","4","58","ug/m3 SC","52","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/05/2018","AQS","180970078","4","54","ug/m3 SC","50","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/06/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/07/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/08/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/09/2018","AQS","180970078","4","32","ug/m3 SC","30","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/10/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/11/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/12/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/13/2018","AQS","180970078","4","34","ug/m3 SC","31","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/14/2018","AQS","180970078","4","36","ug/m3 SC","33","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/15/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/16/2018","AQS","180970078","4","21","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/17/2018","AQS","180970078","4","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/18/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/19/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/20/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/21/2018","AQS","180970078","4","7","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/22/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/23/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/24/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"07/25/2018","AQS","180970078","4","32","ug/m3 SC","30","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
